Source,IslandID,TaxonOrig,GenusL69,SpeciesL69,SubspL69,SpeciesID,SubspID,Sex,Plumage,BodyL,WingL,TailL,BeakW,BeakH,LBeakL,UBeakL,N-UBkL,TarsusL,MToeL
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,6.5,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6.1,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.2,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.2,,,,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,5.9,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.4,,,9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,5.8,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,5.8,,,9.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,5.9,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.1,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,5.9,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,5.7,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,5.8,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,5.9,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,5.7,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,5.9,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,5.8,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.1,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,6.4,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.3,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.2,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.3,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,5.8,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.4,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.8,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.1,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.4,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,66,,,6.3,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,5.8,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.4,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,5.6,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,5.9,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,66,,,5.9,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.6,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.1,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.1,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.2,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.5,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,5.7,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.1,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.3,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.7,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.5,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,65,,,6.2,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,65,,,6.9,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,64,,,6.2,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,6.4,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.6,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.3,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,71,,,,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,6.5,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,5.8,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,6,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.2,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.6,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.3,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.5,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.2,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.2,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,70,,,5.9,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,6.6,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,69,,,6.2,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,6,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,,,,11.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,,,,6.4,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,68,,,,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,67,,,,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Black,,66,,,6.5,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.4,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,68,,,6.5,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.5,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.3,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.7,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,,,,6.2,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,68,,,7,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,65,,,6.1,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,66,,,6,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.3,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,66,,,6.1,,,9.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,68,,,,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.3,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,68,,,6.2,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,68,,,6.1,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6.2,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,P. black,,67,,,6,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,66,,,6.3,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.3,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.1,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,5.8,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,66,,,5.5,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.3,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,68,,,5.8,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,68,,,6.1,,,9.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,64,,,5.8,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,5.7,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6,,,11.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,63,,,5.9,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,68,,,6.1,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,65,,,6.3,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,5.9,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.3,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.7,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,,,,9.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,66,,,5.9,,,9.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,M,Juv.,,67,,,6.3,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,5.7,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,67,,,5.7,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,67,,,6.2,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,,,,10.7,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,5.9,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6.1,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,5.9,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.7,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,67,,,6.3,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.4,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,5.8,,,10.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.1,,,9.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.5,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,5.7,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,6.1,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,5.9,,,10.5,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,68,,,6,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,63,,,5.6,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,5.7,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6.1,,,11,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,5.9,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,,,,10,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,67,,,6.4,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,5.8,,,10.8,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,,,,,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,,,,10.3,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6.2,,,10.6,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.1,,,10.2,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,67,,,6.1,,,10.4,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,66,,,6.1,,,9.9,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,64,,,6.1,,,10.1,,
Lack CAS,Cocos,Pinaroloxias inornata,Pinaroloxias,inornata,,Pin.ino,Pin.ino,F,,,65,,,6.1,,,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,69,,,10.8,,15.2,10.6,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,65,,,10.3,,14.2,9.8,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,65,,,10,,13.6,9.9,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,68,,,9.5,,13.5,9.9,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,66,,,11,,15,10.7,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,68,,,10.4,,15,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,67,,,11.3,,15.7,11.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,69,,,10.6,,15.3,11.3,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,67,,,10.8,,15.5,11.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,68,,,10.3,,15.2,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,66,,,9.7,,13.6,9.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,70,,,,,15.9,10.9,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,70,,,11.5,,15.6,10.5,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,70,,,,,15.6,10.8,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,66,,,10.1,,14.7,10.1,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,66,,,,,14.3,9.7,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,66,,,9.7,,14.9,10.7,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,68,,,9.9,,14.8,10,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,65,,,,,14.8,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,67,,,8.6,,14.1,10,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,68,,,,,15.9,11.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,67,,,11.4,,15.9,11.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,Black,,69,,,10.2,,14.4,10.2,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,67,,,11,,15.3,11,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,66,,,11,,15,11,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,70,,,10.7,,15.1,11,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,67,,,11.5,,15.5,11,,
Lack CAS,DMaj,Geospiza fortis,Geospiza,fortis,,Geo.for,Geo.for,M,P. black,,68,,,10.7,,15.7,10.6,,
