Source,IslandID,TaxonOrig,GenusL69,SpeciesL69,SubspL69,SpeciesID,SubspID,Sex,Plumage,BodyL,WingL,TailL,BeakW,BeakH,LBeakL,UBeakL,N-UBkL,TarsusL,MToeL
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,,,12.5,8.6,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.3,,11,8.4,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,7.7,,12.9,9,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,,,12.1,8,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,,,12.2,7.9,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,,,12.5,8.3,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,7.3,,12.2,8,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,7.8,,12.1,8.4,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,8,,12.6,8.3,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,59,,,,,12.3,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,59,,,,,12.2,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,8,,12.2,8.3,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,7.8,,13,9.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,,,12.1,8.1,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.7,,12.6,8.9,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.7,,12.7,8.7,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.7,,12.8,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,7.9,,12,7.9,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.4,,11.1,7.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.4,,12.2,8.7,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,7.9,,13.1,9.1,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,,,12.3,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,,,12.8,8.8,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,8.1,,12.3,8.5,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,8,,12.4,8.7,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,64,,,7.3,,12.1,8,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,62,,,7.8,,12.5,8.1,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,61,,,8,,14.4,10.3,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,8,,12.4,8.4,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,59,,,,,12.2,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,8.1,,11.9,8.3,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,64,,,8,,11.9,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,63,,,7.6,,13.1,9.1,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,63,,,8.4,,,8.6,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,66,,,8.4,,,8.6,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,Black,,64,,,,,,8.4,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,P. black,,63,,,8.2,,,8.2,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,60,,,7.8,,,8.6,,
Lack CAS,Flor_Chrl,Geospiza fuliginosa,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,,,,,8,,,8.2,,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,,122,64,38,6.7,8.5,7,13.7,9,20,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,M,,,62,38,6.5,8.5,6.5,12.5,8,18.5,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,120,60,38,6.5,8.5,6.5,12.5,8,18,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,110,61,36,6.5,8,6.7,12.5,8.3,19,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,120,59,35,6.5,8,6.6,13,8.3,19,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,122,60,42,6.5,8.5,7,13.3,9,18,
Snodgrass & Heller (1904),Flor_Chrl,Geospiza fuliginosa parvula,Geospiza,fuliginosa,,Geo.ful,Geo.ful,F,,120,62,38,6.5,8.7,7,12,8,18,
Lack CAS,Flor_Chrl,Geospiza magnirostris,Geospiza,magnirostris,,Geo.mag,Geo.mag,M,P. black,,78,,,18.8,,21.3,14.9,,
Swarth (1931),Flor_Chrl,Geospiza magnirostris,Geospiza,magnirostris,,Geo.mag,Geo.mag,M,,,73,43.5,9.5,11.5,9,15,,22,19
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,,,19.3,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,10.1,,19.7,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.1,,19.2,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,74,,,9.9,,20.1,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,68,,,9.4,,19.7,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,10,,20,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.1,,19.1,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,9.5,,20,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.2,,19.4,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,9.7,,18.8,13.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,,,19.1,13.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,,,18.2,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,,,19.5,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9,,18.5,13.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,9.8,,19.2,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,69,,,9.9,,20.2,14.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.3,,18.5,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9,,19.6,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,11,,18.6,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,74,,,9.4,,20.2,14.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.4,,19,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,8.9,,19.2,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.7,,19.6,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,68,,,,,18.2,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.1,,17.8,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,9,,18.6,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,,,19.9,14.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,8.8,,18.2,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,69,,,9.5,,19.1,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,9.4,,19.1,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,8.6,,18.5,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.9,,19.3,14,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,75,,,9,,19.3,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9,,18.6,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.8,,19.5,14.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,69,,,9.5,,19.1,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,69,,,9.3,,18.2,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,8.9,,19,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,10,,19.9,14.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.1,,17.9,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,73,,,9.3,,17.5,12.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,9.7,,18.7,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,10.1,,19.2,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,70,,,,,19.2,13.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,,,20.4,14.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.3,,19.4,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,74,,,9.9,,19.6,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,10.3,,20.1,14.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.4,,19.6,14.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,,,18.9,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.6,,19.6,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,71,,,9.4,,19.4,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,74,,,9.5,,20.2,14.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.3,,18.6,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,68,,,9.3,,17.6,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,Black,,72,,,9.7,,18.8,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,67,,,,,20.2,14.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,8.9,,18.5,14.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.4,,18.2,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.5,,18.3,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.2,,19,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,69,,,8.8,,19,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.4,,18.6,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,72,,,,,19.6,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9,,18.6,13.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.6,,19.6,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.8,,19,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,73,,,9.4,,19.5,14.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.1,,18.2,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,72,,,9.7,,19.9,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.7,,19,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,72,,,9.9,,20.2,14.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,67,,,9.6,,18.3,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,68,,,9.1,,17.7,12.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,10,,19,13.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,69,,,8.4,,18.6,13.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,66,,,8.8,,18.1,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.5,,18.7,13,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,69,,,9.4,,17.8,12.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,68,,,8.7,,19.5,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,73,,,9.4,,19.5,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.8,,19.3,14,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,66,,,9.2,,18.7,13.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.8,,20,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,69,,,9.3,,18.9,13.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,74,,,9.7,,19.6,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,75,,,9.7,,19.6,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,72,,,8.9,,18.3,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,73,,,10.4,,20.2,14.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.1,,19.8,14.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,9.7,,19.5,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,71,,,,,19.1,14,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,69,,,,,,13.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,70,,,9.1,,18.2,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,72,,,9.5,,18.4,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,M,,,67,,,9.5,,19.1,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,8.6,,18,13.5,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,8.7,,17.1,12.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,8.6,,17.3,12.7,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,9.8,,19.7,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,9.7,,19,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,65,,,8.8,,17.5,12.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,71,,,9.2,,18.8,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,8.8,,19.5,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,8.8,,18.1,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,8.9,,18.9,13.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,8.2,,18,12.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,9,,19.2,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,68,,,,,18.9,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,9.3,,19.8,13.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,8.9,,20,15,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,8.7,,18.7,13.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,68,,,8.7,,19.5,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,8.9,,18,12.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,8.6,,18.7,13.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,,,20,14.2,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,66,,,8.5,,19.1,14.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,9.1,,19.1,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,68,,,,,19,13.3,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,9,,19.1,14,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,67,,,9,,18.8,13.6,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,9,,18,13.1,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,9.1,,18.3,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,69,,,9.1,,19.8,14.4,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,65,,,8.5,,18,12.8,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,68,,,8.6,,18.8,13.9,,
Lack CAS,Flor_Chrl,Geospiza scandens,Geospiza,scandens,intermedia,Geo.sca,Geo.sca.int,F,,,70,,,9,,19.7,14.8,,
